id,name
UCSB_MUS 5C,UCSB_Theory of Western Art Music: Harmonic Practices and Analysis II (4.00)
FULLRTON_ACCT 100AF,FULLRTON_Financial Accounting Principles (3.00)
UCSC_PHIL 7,UCSC_Elementary Logic (5.00)
UCSC_MUSC 13,UCSC_Beginning Theory & Musicianship I (5.00)
RSC_BIOL 290,RSC_Biochemistry and Molecular Biology (5.00)
UCSD_LTEN 23,UCSD_Introduction to the Literature of the British Isles: 1832- Present (4.00)
GWC_ANTH G150,GWC_Native Peoples of North America (3.00)
KRC_CHEM 28B,KRC_Organic Chemistry II (3.00)
ALAMEDA_DANCE 27,ALAMEDA_Ballroom Dance Fox Trot (1.00)
YUBA_ART 11,YUBA_Mural Painting (3.00)
UCB_POL SCI 1,UCB_Introduction to American Politics (4.00)
CRAFTON_SOC 105,CRAFTON_Social Problems (3.00)
COMPTON_ENGL 248,COMPTON_Modern Literature of Latin America (3.00)
NAPA_ECON 100,NAPA_Principles of Macroeconomics (3.00)
GAVILAN_PHIL 1,GAVILAN_Introduction to Philosophy (3.00)
MTSAC_MUS 13H,MTSAC_Music Appreciation - Honors (3.00)
IRVINE_ETHN 10,IRVINE_Introduction to Ethnic Studies (3.00)
LASC_PHYSICS 6,LASC_General Physics I (4.00)
OHLONE_MUS 111D,OHLONE_Musicianship IV (1.00)
CHABOT_ART 16B,CHABOT_Introduction to Ceramics II (3.00)
FOLSOM_HUM 300,FOLSOM_Classical Humanities (3.00)
CANYONS_ANTHRO 101L,CANYONS_Physical Anthropology Lab (1.00)
CHAFFEY_ESC 5L,CHAFFEY_Oceanography Laboratory (1.00)
SRC_MUSC 6.2,SRC_Music History and Literature: 1750-Present (3.00)
WVC_ARTS 049A,WVC_Beginning Painting (3.00)
SFCITY_ASAM 35,SFCITY_Asian American Women (3.00)
KRC_ENGL 15B,KRC_Creative Writing: Fiction (3.00)
CHAFFEY_SOC 17,CHAFFEY_Sociology of Crime (3.00)
UCSB_ARTHI 6B,UCSB_Art Survey II: Renaissance-Baroque Art (4.00)
SWSTRN_BIOL 140,SWSTRN_Environmental Biology (3.00)
KRC_ART 13,KRC_Beginning Watercolor Painting (3.00)
SIERRA_COMM 1,SIERRA_Fundamentals of Public Speaking (3.00)
CANYONS_ITAL 101,CANYONS_Elementary Italian I (5.00)
CAMINO_PSYCH 112,CAMINO_Human Sexuality (3.00)
UCI_ART 81A,UCI_Video Production (4.00)
SBVC_ELECTR 115,SBVC_Alternating Current Circuit Analysis (3.00)
CYPRESS_MATH 150AC,CYPRESS_Calculus I (4.00)
IRVINE_TA 73,IRVINE_Costume Sewing. Production. and Wardrobe (3.00)
SBCC_ETHS 107,SBCC_Racism in America (3.00)
MODESTO_THETR 123,MODESTO_Storytelling (3.00)
CERRITOS_PHIL 140,CERRITOS_History of Modern Philosophy (3.00)
GMCC_ETHN 161,GMCC_U.S. History: Asian American and Pacific Island American Perspectives II (3.00)
CYPRESS_PSY 202 C,CYPRESS_Research Methods in Psychology (4.00)
IMPERIAL_PSY 208,IMPERIAL_Abnormal Psychology (3.00)
BAKERFLD_COMM B6,BAKERFLD_Intercultural Communication (3.00)
WCC_SPECH 1,WCC_Public Speaking (3.00)
AHC_PHIL 114,AHC_Critical Thinking (3.00)
SFCITY_ENGN 24,SFCITY_Engineering Design Graphics (3.00)
VISTA_HIST 3B,VISTA_World History Since 1500 (3.00)
REDWOODS_ENVSC 10,REDWOODS_Introduction to Environmental Science (4.00)
MIRACSTA_DNCE 143,MIRACSTA_Ballroom Dance Technique II (1.00)
MERRITT_AFRAM 23,MERRITT_Perceptions of African-American Women (3.00)
OXNARD_MUS R101,OXNARD_Fundamentals of Music (3.00)
RSC_THEA 100,RSC_Introduction to Theatre (3.00)
GWC_ART G121,GWC_Ceramics 1 (3.00)
UCSB_RG ST 6,UCSB_Islam and Modernity (4.00)
GAVILAN_ETHN 10B,GAVILAN_African American History (3.00)
SDCC_CHIC 210,SDCC_Chicano Culture (3.00)
DIABLO_ARABC 121,DIABLO_Second Term Arabic (5.00)
NORCO_ETS 23,NORCO_Race. Ethnicity. and Politics in America (3.00)
MTSAC_PHIL 12H,MTSAC_Introduction to Ethics - Honors (3.00)
KRC_ENGL 43B,KRC_American Literature: 1877 to Present (3.00)
MTSJC_THA- 210,MTSJC_Fundamentals of Directing (3.00)
AVC_ENGR 110,AVC_Introduction to Engineering (3.00)
SWSTRN_HLTH 212,SWSTRN_Introduction to Public Health (3.00)
CYPRESS_SOC 292 C,CYPRESS_Introduction to Criminology (3.00)
UCSD_CHEM 4,UCSD_Basic Chemistry (4.00)
FOLSOM_TA 340,FOLSOM_Beginning Acting (3.00)
COASTLIN_SPAN C280B,COASTLIN_Intermediate Spanish 1B (2.00)
CRAFTON_ENGL 271,CRAFTON_Survey of British Literature II (3.00)
UCSB_ITAL 1,UCSB_Elementary Italian (5.00)
BAKERFLD_ETHN B24,BAKERFLD_Latino/a Literature (3.00)
CANYONS_MUSIC 220B,CANYONS_Chromatic Harmony II (3.00)
IMPERIAL_SOC 180,IMPERIAL_La Chicana (3.00)
MISSION_MUS 007,MISSION_Commercial Music Theory II (3.00)
LAHC_PHYS SC 014,LAHC_Physical Science Laboratory (1.00)
GWC_PSYC G118,GWC_Life Span Developmental Psychology (3.00)
OCC_ART A107,OCC_Introduction to Art (3.00)
UCSD_MATH 20C,UCSD_Calculus and Analytic Geometry for Science and Engineering (4.00)
IRVINE_SOC 1,IRVINE_Introduction to Sociology (3.00)
IRVINE_ACCT 1BH,IRVINE_Managerial Accounting Honors (4.00)
LAEC_MATH 275,LAEC_Ordinary Differential Equations (3.00)
CERRITOS_HUM 125,CERRITOS_Introduction to Visual and Cultural Studies (3.00)
FRESNO_GERMAN 2,FRESNO_High-Beginning German (5.00)
AHC_GEOG 101,AHC_Physical Geography (3.00)
YUBA_THART 34,YUBA_Introduction to Film (3.00)
SADDLBK_SOC 1H,SADDLBK_Honors Introduction to Sociology (3.00)
CANADA_SOSC 250,CANADA_Mexican-American Culture (3.00)
LAMC_SOC 004,LAMC_Sociological Analysis (3.00)
NORCO_CHI 1,NORCO_Mandarin Chinese 1 (5.00)
WCC_PHYS 3B,WCC_General Physics Laboratory (1.00)
MENDOCIN_THE 204,MENDOCIN_History and Appreciation of Dance (3.00)
GWC_ENGL G181,GWC_Shakespeare (3.00)
CHABOT_PSY 12,CHABOT_Lifespan Psychology (3.00)
DAC_ARTS 2A,DAC_History of Art: Europe from Prehistory through Early Christianity (4.00)
SBCC_ECE 120,SBCC_Child Growth and Development for Educators (3.00)
IRVINE_LIT 16,IRVINE_Survey in Contemporary Creative Nonfiction (3.00)
CERRITOS_CHEM 211,CERRITOS_Organic Chemistry (5.00)
UCD_NPB 017,UCD_The Path to Cyborgs: Introduction to Prostheses & Human Machine Interfaces (3.00)
UCD_GEL 060,UCD_Earth Materials: Introduction (4.00)
MTSAC_AHIS 12H,MTSAC_History of Precolumbian Art and Architecture - Honors (3.00)
LANEY_CHEM 1A,LANEY_General Chemistry (5.00)
LATT_POL SCI 007,LATT_Contemporary World Affairs (3.00)
FOOTHILL_BUSI 22H,FOOTHILL_Honors Principles of Business (5.00)
FRESNO_MATH 17,FRESNO_Differential Equations and Linear Algebra (5.00)
YUBA_GEOL 10L,YUBA_Physical Geology (4.00)
SBVC_THART 160X4,SBVC_Technical Theatre in Production (3.00)
TAFT_SOC 1510,TAFT_Introductory Sociology (3.00)
UCSD_COGS 3,UCSD_Introduction to Computing (4.00)
SDCC_BIOL 230,SDCC_Human Anatomy (4.00)
MISSION_LATIN 1,MISSION_Elementary Latin (3.00)
CUYAMACA_BIO 230,CUYAMACA_Principles of Cellular. Molecular and Evolutionary Biology (4.00)
LAWC_ART 301,LAWC_Watercolor Painting I (3.00)
MENDOCIN_ECO 200,MENDOCIN_Principles of Macroeconomics (3.00)
SOLANO_BUS 005,SOLANO_Introduction to Business (3.00)
FOOTHILL_ART 4C,FOOTHILL_Representational Drawing (4.00)
UCD_HEB 021,UCD_Intermediate Modern Hebrew I (4.00)
LBCC_TART 3B,LBCC_Acting 3 - Scene Study (3.50)
HARTNELL_BIO 27,HARTNELL_Principles of Microbiology (4.00)
LANEY_PHYS 10,LANEY_Introduction to Physics (4.00)
WCC_SPAN 3,WCC_Intermediate Spanish. Part 1 (4.00)
SANTIAGO_ART 101H,SANTIAGO_Honors Survey of Western Art History I: Prehistory Through the Middle Ages (3.00)
SWSTRN_ED 200,SWSTRN_Teaching as a Profession (3.00)
SCC_ENGLT 310,SCC_English Literature I (3.00)
AVC_PSY 201,AVC_Introduction to Physiological Psychology (3.00)
CERRITOS_HIST 108,CERRITOS_History of Mexican and Latino Americans in the United States (3.00)
MIRACSTA_HIST 101,MIRACSTA_World History Since 1500 (3.00)
SMCC_ANTHRO 3,SMCC_World Archaeology (3.00)
UCR_CRWT 57A,UCR_Intro to Fiction (4.00)
UCR_DNCE 14,UCR_Intro to Choreography (4.00)
MIRACSTA_CS 111,MIRACSTA_Introduction to Computer Science I: Java (3.00)
UCSB_MUS 10A,UCSB_History of Western Music from Early Modern Culture through Modernism (4.00)
MODESTO_ANTHR 150,MODESTO_Native People of North America (3.00)
SFCITY_TH A 153B,SFCITY_Intermediate Improvisation (3.00)
GMCC_ETHN 114,GMCC_Introduction to Race and Ethnicity (3.00)
GMCC_POSC 124,GMCC_Introduction to Comparative Government and Politics (3.00)
UCD_GEL 004,UCD_Evolution: Science & World View (3.00)
SEQUOIAS_MUS 006,SEQUOIAS_Theory & Musicianship 3 (4.00)
SEQUOIAS_CINA 032,SEQUOIAS_Film Apprec - International (3.00)
PASADENA_JAPN 012,PASADENA_Japanese Literature in Translation (3.00)
MONTEREY_ENGL 55,MONTEREY_Novel Writing II (3.00)
VENTURA_HED V20,VENTURA_Introduction to Public Health (3.00)
SMCC_KOREAN 3,SMCC_Intermediate Korean 1 (5.00)
MERRITT_SPAN 1A,MERRITT_Elementary Spanish (5.00)
VENTURA_AES V41,VENTURA_Contemporary African American Experience (3.00)
MONTEREY_ANTH 2,MONTEREY_Introduction to Biological Anthropology (3.00)
MERCED_MUSE -45,MERCED_Chamber Singers (1.00)
BARSTOW_ARTS 13A,BARSTOW_Asian Art History: Early Cultures (3.00)
RSC_ART 105,RSC_History of Modern Art (3.00)
HARTNELL_MUS 8,HARTNELL_American Popular Music (3.00)
RIOHONDO_PSY 210H,RIOHONDO_Biological Psychology Honors (3.00)
SFCITY_PHIL 25A,SFCITY_Ancient Philosophy (3.00)
RSC_CMPR 112,RSC_JAVA Programming (3.00)
EVERGRN_DANCE 002,EVERGRN_Dance Appreciation (3.00)
SCC_ART 366,SCC_Printmaking: Lithography (3.00)
CUYAMACA_MUS 133,CUYAMACA_Class Piano II (3.00)
SDCC_PHIL 100,SDCC_Logic and Critical Thinking (3.00)
PASADENA_PHIL 020A,PASADENA_History of Ancient Philosophy (3.00)
SADDLBK_ART 13,SADDLBK_Ceramics - Wheel III (3.00)
MTSAC_AHIS 10,MTSAC_A History of Greek and Roman Art and Architecture (3.00)
VENTURA_PHYS V01,VENTURA_Elementary Physics (5.00)
REDWOODS_ANTH 7,REDWOODS_Introduction to Linguistic Anthropology (3.00)
SIERRA_KIN 54,SIERRA_Modern Dance (0.50 - 2.00)
UCD_AAS 050,UCD_Black Popular Culture (4.00)
UCR_HIST 17A,UCR_Intro to United States History (4.00)
FEATHER_CHEM 102,FEATHER_General Chemistry I (5.00)
LAVC_ART 711,LAVC_Ceramics III (3.00)
HARTNELL_POL 2,HARTNELL_Contemporary Governments Abroad (3.00)
RSC_ART 101,RSC_Survey of Western Art History I: Prehistory through the Middle Ages (3.00)
LAEC_ART 709,LAEC_Ceramics I (3.00)
TAFT_ENGR 2300,TAFT_Materials Science and Engineering with Lab (4.00)
WHCL_PHYSICS 004C,WHCL_Thermodynamics. Optics and Modern Physics (4.00)
BARSTOW_HIST 5,BARSTOW_History of California (3.00)
PALOVRDE_PHI 105,PALOVRDE_Comparative World Religions (3.00)
FOOTHILL_GID 1A,FOOTHILL_Design Thinking (4.00)
SBVC_PSYCH 141,SBVC_Introduction to Biological Psychology (3.00)
CRAFTON_ENGL 152H,CRAFTON_Intermediate Composition and Literature - Honors (4.00)
MTSJC_ETHS- 105,MTSJC_North American Indians (3.00)
NORCO_CIS 17B,NORCO_C++ Programming: Advanced Objects (3.00)
SMCC_DANCE 2,SMCC_Dance in American Culture (3.00)
GLENDALE_HIST 105,GLENDALE_20th Century Central America and the Caribbean (3.00)
MVC_HMS 52,MVC_Introduction to Asian American Families and Populations (3.00)
RSC_GEOG 101L,RSC_Introduction to the Natural Environment Laboratory (1.00)
SKYLINE_LIT. 267,SKYLINE_Filipino American Literature (3.00)
SBCC_ART 194,SBCC_Intermediate Printmaking: Silkscreen (3.00)
MONTEREY_PHIL 6,MONTEREY_Introduction to Logic (3.00)
MTSAC_DNCE 18B,MTSAC_Tap II (0.50 - 1.00)
MERRITT_COMM 3,MERRITT_Introduction to Human Communication (3.00)
FEATHER_HES 184,FEATHER_Basic Ballroom Dance (0.50 - 1.00)
VISTA_ENGL 88,VISTA_Intensive Playwriting and Screenwriting (3.00)
LAVC_ART 309,LAVC_Oil Painting III (3.00)
DIABLO_SOCIO 120,DIABLO_Introduction to Sociology (3.00)
DIABLO_GRMAN 221,DIABLO_Fourth Term German (5.00)
LAEC_THEATER 200,LAEC_Introduction to Acting (3.00)
MIRAMAR_SPAN 201,MIRAMAR_Third Course in Spanish (5.00)
AVC_ENGL 240,AVC_Studies in Poetry (3.00)
MIRAMAR_JOUR 202,MIRAMAR_Introduction to Mass Communication (3.00)
CUYAMACA_HIST 109,CUYAMACA_Modern American History (3.00)
CYPRESS_MATH 130PC,CYPRESS_Survey of Calculus (4.00)
SBCC_TA 104,SBCC_Script Analysis (3.00)
MENDOCIN_ART 240B,MENDOCIN_Ceramics II (3.00)
SWSTRN_ART 200,SWSTRN_Contemporary Art Practices (3.00)
LASC_POL SCI 7,LASC_Contemporary World Affairs (3.00)
MONTEREY_DANC 12B,MONTEREY_Ballet II (1.00)
WVC_PSCI 010,WVC_Physical Science Survey (3.00)
DIABLO_PHILO 130,DIABLO_Logic and Critical Thinking (3.00)
DIABLO_FRNCH 231,DIABLO_Sixth Term French (3.00)
BUTTE_BIOL 2,BUTTE_Introduction to Human Biology (3.00)
REDWOODS_CINE 2,REDWOODS_Cinema History: Coming of Sound to the Presen (3.00)
LASSEN_ANTH 1,LASSEN_Biological Anthropology (3.00)
SFCITY_LGBT 75,SFCITY_Queer Cinema in the 1970s (3.00)
CHAFFEY_ASTRON 35,CHAFFEY_Planets and the Solar System with Lab (4.00)
CLOVIS_CHEM 3A,CLOVIS_Introductory General Chemistry (4.00)
PASADENA_SOC 024,PASADENA_Marriage and the Family (3.00)
FRESNO_JOURN 1,FRESNO_Introduction to Mass Communication (3.00)
CHABOT_MTH 15,CHABOT_Applied Calculus I (3.00)
OXNARD_PHIL R102,OXNARD_Introduction to Ethics (3.00)
LAVC_ART 700,LAVC_Introduction to Sculpture (3.00)
DESERT_JPN 1,DESERT_Elementary Japanese I (5.00)
UCLA_POL SCI 30,UCLA_Politics and Strategy (5.00)
MTSAC_ARCH 221,MTSAC_Architectural Rendering and Illustration (3.00)
SCC_PHIL 338,SCC_Contemporary Philosophy (3.00)
SFCITY_MATH 75,SFCITY_Mathematical Analysis for Business (3.00)
MOORPARK_POLS M02,MOORPARK_Comparative Politics (3.00)
REDWOODS_CIS 12,REDWOODS_Programming Fundamentals (4.00)
CHAFFEY_PHYS 6,CHAFFEY_The Ideas of Physics Laboratory (1.00)
UCD_HIS 007A,UCD_History of Latin America to 1700 (4.00)
SCC_DEAF 362,SCC_Introduction to Deafhood (3.00)
MIRACSTA_ART 290,MIRACSTA_Landmarks of Art (3.00)
OHLONE_TD 144A,OHLONE_Introduction to Contemporary Dance (2.00)
POSITAS_THEA 39A,POSITAS_Musical Theater Workshop - Beginning (3.00)
CHABOT_ADMJ 60,CHABOT_Criminal Law (3.00)
UCSB_EACS 3,UCSB_Introduction to Asian Religious Traditions (4.00)
SRC_ENGL 25,SRC_Introduction to Language Study (3.00)
MOORPARK_BIOT M10,MOORPARK_Introduction to Biotechnology & Molecular Biology (4.00)
EVERGRN_COMSC 072,EVERGRN_Discrete Mathematics (4.00)
CYPRESS_JAPN 101 C,CYPRESS_Elementary Japanese I (5.00)
SRC_ECON 12,SRC_Introduction to Economics and the Environment (3.00)
GLENDALE_CHEM 120,GLENDALE_Fundamentals of College Chemistry (Inorganic) (5.00)
LAVC_FRENCH 001,LAVC_Elementary French I (5.00)
EVERGRN_ART 062B,EVERGRN_Watercolor Painting II (3.00)
MIRAMAR_CHIC 141B,MIRAMAR_United States History from a Chicano Perspective (3.00)
HARTNELL_CSS 4,HARTNELL_Programming for Scientists and Engineers (4.00)
UCSB_GREEK 101,UCSB_Introduction to Greek Poetry (4.00)
MIRAMAR_SOCO 201,MIRAMAR_Advanced Principles of Sociology (3.00)
PASADENA_CINE 026A,PASADENA_Beginning Electronic Filmmaking (3.00)
DAC_POLI 17,DAC_Grassroots Democracy: Leadership and Power (4.00)
LANEY_THART 34,LANEY_Rehearsal and Production IV (3.00)
IRVINE_SOC 23,IRVINE_Sociology of Popular Culture (3.00)
AHC_SPCH 101,AHC_Public Speaking (3.00)
NAPA_ANTH 130,NAPA_Introduction to Archaeology (3.00)
DAC_ANTH 1H,DAC_Physical Anthropology - HONORS (4.00)
SANTIAGO_MUS 104,SANTIAGO_Rock Music History and Appreciation (3.00)
SDCC_FREN 101,SDCC_First Course in French (5.00)
MENDOCIN_HST 203,MENDOCIN_The United States Since 1865 (3.00)
VENTURA_BUS V01B,VENTURA_Managerial Accounting (4.00)
MOORPARK_ENGL M29A,MOORPARK_The Bible as Literature (Old Testament) (3.00)
UCSB_RG ST 19,UCSB_The Gods and Goddesses of India (4.00)
DAC_GERM 2,DAC_Elementary German (Second Quarter) (5.00)
SRC_CHEM 1A,SRC_General Chemistry (5.00)
VENTURA_PHIL V15,VENTURA_Teachings of Jesus in Comparative Perspective (3.00)
PORTER_PHIL P112,PORTER_The Ethics of Living and Dying (3.00)
SJCC_ART 042,SJCC_Beginning Sculpture I (3.00)
TAHOE_GEL 103,TAHOE_History of the Earth and its Life (5.00)
MEDANOS_NUTRI 55,MEDANOS_Introduction to Nutrition (3.00)
CUESTA_ENGR 217,CUESTA_Circuit Analysis (4.00)
MIRAMAR_MATH 254,MIRAMAR_Introduction to Linear Algebra (3.00)
FRESNO_HIST 12,FRESNO_History of the United States Since 1877 (3.00)
UCI_GEN&SEX 20,UCI_Queer Studies (4.00)
MIRAMAR_MATH 122,MIRAMAR_Basic Techniques of Calculus II (3.00)
CONTRA_MATH 292,CONTRA_Introduction to Differential Equations (4.00)
RIOHONDO_ED 110,RIOHONDO_Introduction to Teaching (3.00)
UCD_COM 007,UCD_Literature of Fantasy & the Supernatural (4.00)
UCD_CDM 001,UCD_Introduction to Film Studies (4.00)
MIRACSTA_MUS 201,MIRACSTA_Advanced Music Theory (3.00)
SOLANO_PSYC 030,SOLANO_Introduction to Social Psychology (3.00)
HARTNELL_PSY 1A,HARTNELL_General Psychology (3.00)
LAEC_HISTORY 001,LAEC_Introduction to Western Civilization I (3.00)
LAPC_THEATER 410,LAPC_Costume Draping and Pattern Making (3.00)
LAPC_ART 711,LAPC_Ceramics III (3.00)
SFCITY_GERM 2A,SFCITY_Continuation of Elementary German (3.00)
SJCC_MUSIC 095,SJCC_Music Appreciation: Jazz (3.00)
LAHC_THEATER 275,LAHC_Scene Study (2.00)
CANADA_MUS. 202,CANADA_Music Appreciation (3.00)
CHAFFEY_ART 63,CHAFFEY_Introduction to Graphic Design (4.00)
UCB_ESPM C10,UCB_Environmental Issues (4.00)
GMCC_HIST 135,GMCC_Ancient History of Western Civilization (3.00)
LAEC_BUS 001,LAEC_Introduction to Business (3.00)
IRVINE_CHEM 4,IRVINE_Introduction to General & Organic Chemistry & Biochemistry (5.00)
FEATHER_BIOL 112,FEATHER_Human Physiology (4.00)
BUTTE_SPAN 3,BUTTE_Third Semester Spanish (4.00)
WVC_ASTR 011,WVC_Stellar Astronomy (3.00)
SRC_HIST 1.2,SRC_World History since 1500 C.E. (3.00)
MEDANOS_COMSC 122,MEDANOS_Programming Concepts & Methodologies I (3.00)
CABRILLO_ENGR 5,CABRILLO_Engineering as a Profession (2.00)
LAPC_DNCESPC 172,LAPC_Hip-Hop Dance Techniques II (1.00)
SRC_ART 14B,SRC_Intermediate Painting (3.00)
SIERRA_ART 40B,SIERRA_Printmaking II (3.00)
UCLA_HIST 3D,UCLA_History of Modern Medicine (5.00)
OHLONE_ENGL 125A,OHLONE_British Literature: From the Middle Ages to the Restoration/18th Century (3.00)
HARTNELL_ABT 90,HARTNELL_Soil Science (3.00)
UCI_GLBL ME 60A,UCI_Humanities and Arts: Problems and Methods for Global Middle East Studies (4.00)
YUBA_ETHN 4,YUBA_Chicana Thought and Cultural Expression (3.00)
LAMC_GEOG 007,LAMC_World Regional Geography (3.00)
SOLANO_HUMN 003,SOLANO_Journey into a Multicultural Landscape (3.00)
OCC_DANC A262,OCC_Composition/Choreography III (3.00)
MIRAMAR_Psych 255+258='s Stats 10 if taken after Sp'17 PSYC 258,MIRAMAR_Behavioral Science Statistics (3.00)
SKYLINE_LIT. 265,SKYLINE_Asian American Literature (3.00)
RCC_GEG 1H,RCC_Honors Physical Geography (3.00)
HARTNELL_ENG 1A,HARTNELL_College Composition and Reading (3.00)
SCC_CHEM 484,SCC_Advanced General Chemistry - Honors (1.00)
PASADENA_GRMN 005,PASADENA_Introduction to German Literature (3.00)
LAVC_PHYSICS 007,LAVC_General Physics II (4.00)
BAKERFLD_HIST B15,BAKERFLD_Civilizations of the Middle East - Since 500 C.E. (3.00)
BUTTE_BIOL 15,BUTTE_Introduction to Microbiology (4.00)
CERRITOS_ENGL 230A,CERRITOS_Introduction to American Literature (3.00)
MIRACSTA_ECON 102,MIRACSTA_Principles of Economics: Micro (3.00)
MISSION_ART 067C,MISSION_Ceramics-Potter's Wheel: Intermediate (3.00)
CUYAMACA_COMM 124,CUYAMACA_Intercultural Communication (3.00)
PASADENA_PSYC 023,PASADENA_Social Psychology (3.00)
MONTEREY_GEOG 2,MONTEREY_Introduction to Physical Geography (3.00)
PALOMAR_SOC 200,PALOMAR_Race. Class. and Ethnic Groups in America (3.00)
SOLANO_SPAN 002,SOLANO_Second Semester Spanish (5.00)
ALAMEDA_HUMAN 40,ALAMEDA_Religions of the World (3.00)
LAMC_ART 502,LAMC_Beginning Three-Dimensional Design (3.00)
MEDANOS_PHIL 142,MEDANOS_Comparative Religion (3.00)
MATEO_BIOL 102,MATEO_Environmental Science and Conservation (3.00)
PALOMAR_ACCT 202,PALOMAR_Managerial Accounting (4.00)
FOOTHILL_ETHN 5,FOOTHILL_Introduction to Asian American Studies (4.00)
GLENDALE_HIST 111,GLENDALE_Women in American History (3.00)
DAC_EWRT 30,DAC_Introduction to Creative Writing (5.00)
CHAFFEY_ANTHRO 2,CHAFFEY_Introduction to Archaeology (3.00)
FULLRTON_SOC 275 F,FULLRTON_Marriage and Family (3.00)
YUBA_GEOL 20,YUBA_Geology of California (3.00)
SISKIYOU_MATH 1050,SISKIYOU_Elementary Statistics (4.00)
MISSION_ECN 001A,MISSION_Principles of Macroeconomics (4.00)
COASTLIN_ART C122A,COASTLIN_Painting 1 (1.50)
SJCC_ENGL 001C,SJCC_Critical Thinking/Composition (3.00)
MERRITT_ANTHR 5,MERRITT_American Indian History and Culture (3.00)
UCI_CHC/LAT 61,UCI_Introduction to Chicano/Latino Studies I (4.00)
MOORPARK_ENGL M14,MOORPARK_Introduction to Poetry (3.00)
DIABLO_MATH 182,DIABLO_Calculus for Management. Life Science and Social Science I (4.00)
FULLRTON_ESC 130 F,FULLRTON_Introduction to Oceanography (3.00)
PASADENA_ART 004C,PASADENA_History of European Renaissance and Baroque Art (3.00)
SWSTRN_DANC 109,SWSTRN_Modern Dance I (1.50)
GMCC_ASL 140,GMCC_Inside Deaf Culture (3.00)
OCC_GEOL A105,OCC_General Geology (3.00)
SADDLBK_ENG 22H,SADDLBK_Honors Introduction to Shakespeare (3.00)
SBCC_PHOT 109,SBCC_Introduction to Photography (3.00)
UCSD_SIO 50,UCSD_Introduction to Earth and Environmental Sciences (6.00)
CAMINO_EDUC 201,CAMINO_Foundations in Education (3.00)
TAHOE_CRJ 101,TAHOE_Introduction to Criminal Justice (4.00)
GLENDALE_MATH 105H,GLENDALE_Honors Multivariable and Vector Calculus (5.00)
OXNARD_ECON R201H,OXNARD_Honors: Introduction to the Principles of Microeconomics (3.00) Regular and honors courses may be combined to complete this series
MONTEREY_HUMA 30,MONTEREY_Humanities in the Multicultural America (3.00)
NAPA_CHEM 121,NAPA_General Chemistry 2 (5.00)
UCSC_MUSC 11A,UCSC_Introduction to Western Classical Music (5.00)
FOOTHILL_MDIA 4,FOOTHILL_Experimental Film & Video (4.00)
PASADENA_ENGL 030C,PASADENA_American Literature: 1945 to the Present (3.00)
SBCC_ART 150,SBCC_Fundamentals of Ceramics (3.00)
VVCC_CHEM H207,VVCC_Honors Chem III: Biochemistry (5.00)
LACC_MUSIC 221,LACC_Counterpoint I (3.00)
WVC_BIOL 010,WVC_Introduction to Biology (3.00)
PASADENA_ART 008,PASADENA_History of Mexican and Chicano Art (3.00)
PORTER_PHIL P108,PORTER_Introduction to Philosophy of Religion (3.00)
BAKERFLD_SOCI B28,BAKERFLD_Introduction to Gender (3.00)
DIABLO_DANCE 212,DIABLO_Ballet I (1.00)
CONTRA_AFRAM 122,CONTRA_History of African Americans in the United States
SRC_SOC 2,SRC_Modern Social Problems (3.00)
MESA_FREN 202,MESA_Fourth Course in French (5.00)
DAC_ELIT 41,DAC_Ethnic Literature of the United States (4.00)
VENTURA_DANC V50A,VENTURA_Composition I (2.00)
LAPC_PSYCH 001,LAPC_General Psychology I (3.00)
UCI_LSCI 43,UCI_Introduction to Symbolic Logic (4.00)
ALAMEDA_MATH 3F,ALAMEDA_Differential Equations (3.00)
SFCITY_ART 107,SFCITY_African-American Art History (3.00)
MARIN_ART 111,MARIN_History of Art: A Global Perspective (3.00)
UCSD_GSS 25,UCSD_South Asia History & Culture (4.00)
COMPTON_ESTU 103,COMPTON_The Chicano in Contemporary United States Society (3.00)
DIABLO_ENGL 222,DIABLO_Multi-Genre Creative Writing (3.00)
AVC_ART 216,AVC_Figure Drawing (3.00)
LAVC_CHEM 101,LAVC_General Chemistry I (5.00)
FOOTHILL_ENGL 1T,FOOTHILL_Integrated Composition & Reading (4.00)
NAPA_ENGL 120B,NAPA_Reading & Composition STRETCH2 (3.00)
NORCO_PHY 2A,NORCO_General Physics I (4.00)
PASADENA_SPAN 005,PASADENA_Introduction to Spanish Literature (3.00)
CRC_POLS 320,CRC_Introduction to Political Theory (3.00)
SBCC_TA 114,SBCC_Voice and Diction (3.00)
SBCC_SOC 113,SBCC_Sociology of Sex and Gender (3.00)
SKYLINE_MUS. 115,SKYLINE_Music. Art and Ideas (3.00)
LATT_HUMAN 001,LATT_Cultural Patterns of Western Civilization (3.00)
CITRUS_MUSP 101,CITRUS_Concert Choir II (3.00)
DAC_PHTG 21,DAC_Contemporary Trends in Photography (4.00)
OCC_ENGL A270,OCC_Survey of British Literature Before 1800 (3.00)
MIRACSTA_PSYC 103,MIRACSTA_Social Psychology (3.00)
SISKIYOU_ENGL 1001,SISKIYOU_College Composition (4.00)
GAVILAN_MATH 16,GAVILAN_Discrete Mathematics (4.00)
VENTURA_POLS V01,VENTURA_American Government (3.00)
FOLSOM_ENGLT 402,FOLSOM_Introduction to Shakespeare and Film (3.00)
SMCC_HIST 47,SMCC_The Practice of History (3.00)
