id,name
UCSC_MUSC 3,UCSC_Large Jazz Ensemble (2.00)
SKYLINE_MUS. 113,SKYLINE_Musicianship III (1.00)
POSITAS_HIST 4,POSITAS_World History since 1500 (3.00)
SJDELTA_BIOL 23,SJDELTA_General Microbiology (5.00)
VISTA_PHYS 4B,VISTA_General Physics with Calculus (5.00)
NAPA_ETHS 111,NAPA_Native American Studies (3.00)
COPPER_ART 004,COPPER_Three-Dimensional Design (3.00)
CANYONS_ART 225A,CANYONS_Life Drawing I (3.00)
CITRUS_MUSP 220,CITRUS_Chamber Singers III Intermediate/Advanced (4.00)
SISKIYOU_POLS 1007,SISKIYOU_World Politics (3.00)
GWC_ENGL G275,GWC_British Literature Since 1800 (3.00)
GAVILAN_CSIS 46,GAVILAN_C++ Programming II (3.00)
SMCC_ACCTG 1,SMCC_Introduction to Financial Accounting (5.00)
CABRILLO_ETHN 8,CABRILLO_Introduction to Latino/a Studies (3.00)
DESERT_HIST 4,DESERT_History of World Civilization II (3.00)
UCR_CRWT 48,UCR_Craft of Writing: Survey in Contemporary Nonfiction (4.00)
SBCC_NATA 102,SBCC_The Native American in 20th Century Society (3.00)
LAWC_PSYCH 041,LAWC_LIfe-Span Psychology: From Infancy to Old Age (3.00)
SIERRA_MATH 33,SIERRA_Differential Equations and Linear Algebra (6.00)
LAWC_HISTORY 044,LAWC_The Mexican American in the History of the United States II (3.00)
CYPRESS_ETHS 161 C,CYPRESS_Native American History II (3.00)
CRAFTON_HIST 145,CRAFTON_California History (3.00)
MARIN_SPAN 208,MARIN_Spanish for Advanced and/or Fluent Speakers II (4.00)
CERRITOS_ASL 110,CERRITOS_American Sign Language I (4.00)
MESA_SPAN 101,MESA_First Course in Spanish (5.00)
UCB_CHICANO 20,UCB_Introduction to Chicano Culture (4.00)
SFCITY_ENGL 35A,SFCITY_Introduction to Writing Fiction (3.00)
PALOMAR_AIS 105,PALOMAR_History of Native American Arts (3.00)
MIRACSTA_MUS 114,MIRACSTA_History of Rock and Roll (3.00)
ARC_HUM 355,ARC_Introduction to World Religions (3.00)
SBCC_ENG 231,SBCC_World Literature: Ancient Times to 16th Century (3.00)
MODESTO_HIST 112,MODESTO_Twentieth Century America (3.00)
ARC_ENGLT 403,ARC_Film Adaptations (3.00)
CANYONS_DANCE 133,CANYONS_Introduction to African Dance (1.00)
FULLRTON_ENGL 102HF,FULLRTON_Honors Introduction to Literature (3.00)
CERRITOS_PSYC 261,CERRITOS_Social Psychology (3.00)
OCC_THEA A105,OCC_Drama and Acting (3.00)
FOOTHILL_MUS 8H,FOOTHILL_Honors Music of American Cultures (5.00)
MESA_PHIL 106,MESA_Asian Philosophy (3.00)
IRVINE_LIT 40,IRVINE_Introduction to the Hebrew Bible (Old Testament) (3.00)
OXNARD_FTVE R160,OXNARD_Introduction to Digital Photography (3.00)
MIRACSTA_ART 239,MIRACSTA_Woodworking and Furniture Design IV (3.00)
FRESNO_GRC 32,FRESNO_Cinematography (3.00)
UCI_CRM/LAW C10,UCI_Fundamentals of Criminology. Law and Society (4.00)
DIABLO_SOCSC 220,DIABLO_Women in United States Society (3.00)
DAC_ECON 1H,DAC_Principles of Macroeconomics - HONORS (4.00)
FOLSOM_JOUR 310,FOLSOM_Mass Media and Society (3.00)
SWSTRN_HIST 111,SWSTRN_African-American History II (3.00)
MESA_ARTF 155B,MESA_Freehand Drawing II (3.00)
SWSTRN_FTMA 105,SWSTRN_Introduction to Writing for Television. Motion Picture. and Media (3.00)
CERRITOS_BIOL 202,CERRITOS_Molecular Biology/Genetics (4.00)
AHC_AJ 101,AHC_Introduction to Criminal Justice (3.00)
DESERT_DRA 2,DESERT_AutoCAD (4.00)
VVCC_BIOL 231,VVCC_Human Physiology (5.00)
CAMINO_MUSIC 103A,CAMINO_Theory and Musicianship I (4.00)
MARIN_ART 145,MARIN_Watercolor II (4.00)
GMCC_MUS 110,GMCC_Great Music Listening (3.00)
MOORPARK_GEOG M05,MOORPARK_Introduction to Weather and Climate (3.00)
EVERGRN_ETH 042,EVERGRN_Asian American Experience (3.00)
BAKERFLD_MUSC B13A,BAKERFLD_Jazz Ensemble (1.00)
LANEY_SPAN 53B,LANEY_Intermediate Mam Language and Culture (5.00)
BAKERFLD_ENGR B17,BAKERFLD_Introduction to Electric Circuits (3.00)
OCC_ENGR A110H,OCC_Introduction to Engineering and Design Honors (3.00)
UCSB_ECE 1B,UCSB_Ten Puzzling Problems in Computer Engineering (1.00)
CABRILLO_CHEM 12B,CABRILLO_Organic Chemistry II (3.00)
VENTURA_BUS V53,VENTURA_Legal Environment of Business (3.00)
PORTER_HIST P104,PORTER_History of Western Civilization I (3.00)
LAHC_HISTORY 043,LAHC_The Mexican-American in the History of the United States I (3.00)
UCSB_ANTH 5,UCSB_Introductory Biological Anthropology (5.00)
FULLRTON_THEA 172 F,FULLRTON_Stage Makeup (3.00)
FRESNO_POLSCI 13,FRESNO_Legal and Judicial Reasoning (3.00)
UCSB_PHYS 24,UCSB_General Physics (4.00)
SBVC_CHIN 101,SBVC_College Mandarin Chinese I (5.00)
RSC_DNCE 202B,RSC_Choreography for Dance Majors (3.00)
CAMINO_DANC 167,CAMINO_Social and Ballroom Dance (1.00)
MONTEREY_JPNS 1A,MONTEREY_Elementary Japanese I (5.00)
SWSTRN_PHYS 151,SWSTRN_Fundamentals of Physics Laboratory I (1.00)
CHAFFEY_ART 18,CHAFFEY_Introduction to Ceramics (3.00)
FULLRTON_THEA 121 F,FULLRTON_Movement for Actors (3.00)
SDCC_PHIL 131,SDCC_Environmental Ethics (3.00)
MVC_ETS 24,MVC_Survey of Asian American Literature (3.00)
IRVINE_DNCE 86,IRVINE_Condition and Correct:Body Alignment (3.00)
UCSD_TDHT 10,UCSD_Introduction to Play Analysis (4.00)
SBVC_ANTHRO 102H,SBVC_Cultural Anthropology - Honors (3.00)
YUBA_AG 45,YUBA_Principles of Animal Science (3.00)
MCC_MATH 17,MCC_Differential Equations and Linear Algebra (5.00)
MARIN_DANC 241B,MARIN_Dance Company B (3.00)
MESA_ARTF 150B,MESA_Beginning Graphic Design (3.00)
GLENDALE_ETH S 102,GLENDALE_Latinos in the United States (3.00)
WVC_THEA 016,WVC_American Cinema (3.00)
UCB_HISTORY 11,UCB_India (4.00)
SCC_BIOL 412,SCC_Plant Biology (5.00)
CYPRESS_POSC 215 C,CYPRESS_Comparative Politics (3.00)
UCB_UGBA 10,UCB_Principles of Business (3.00)
FOLSOM_PS 302,FOLSOM_Introduction to Physical Science (4.00)
GLENDALE_ANTHR 114,GLENDALE_Gender. Sexuality. and Culture (3.00)
UCSB_ITAL 20X,UCSB_Introduction to Italian Culture (4.00)
OCC_ENGL A156H,OCC_Honors California Literature (3.00)
OHLONE_BIOL 142,OHLONE_Environmental Biology (4.00)
RIOHONDO_DANC 199H,RIOHONDO_Dance Appreciation Honors (3.00)
LAHC_ENGLISH 209,LAHC_California Literature (3.00)
SIERRA_HIST 17B,SIERRA_History of the United States since 1865 (3.00)
MTSJC_ETHS- 101H,MTSJC_Honors Introduction to Social Justice Studies (3.00)
YUBA_COMSC 15,YUBA_Discrete Structures for Computer Science (3.00)
RIOHONDO_CHIN 101,RIOHONDO_Chinese I (4.50)
CUESTA_ENGR 251,CUESTA_Engineering Dynamics (3.00)
RSC_THEA 111,RSC_Intermediate Acting (3.00)
MIRACSTA_PHIL 101,MIRACSTA_Introduction to Philosophy: Knowledge and Reality (3.00)
RCC_ACC 1B,RCC_Principles of Accounting II (3.00)
TAHOE_CHM 103,TAHOE_General Chemistry III (5.75)
SCC_HIST 365,SCC_Asian Civilization (3.00)
COMPTON_ART 102,COMPTON_History of Western Art - Prehistoric to Gothic (3.00)
REDWOODS_SPAN 1A,REDWOODS_Elementary Spanish I (4.00)
CANYONS_HIST 243,CANYONS_History of Mexico & the Mexican and Chicano Peoples (3.00)
ARC_FREN 412,ARC_Intermediate French (4.00)
LANEY_SPAN 22B,LANEY_Spanish for Bilingual Speakers II (5.00)
RIOHONDO_GEOG 102,RIOHONDO_Introduction to Cultural Geography (3.00)
WCC_SPAN 20B,WCC_Spanish for Spanish Speakers II (4.00)
UCD_CHE 003B,UCD_Chemistry for Life Sciences: Predicting & Characterizing Chemical Change (5.00)
DESERT_BI 15,DESERT_General Microbiology (5.00)
CONTRA_ENGL 163,CONTRA_Film as Literature (3.00)
MTSAC_SPCH 1AH,MTSAC_Public Speaking - Honors (4.00)
VISTA_ART 13,VISTA_History of Women in Art History (3.00)
FOLSOM_VITI 300,FOLSOM_Viticulture and Enology (3.00)
PASADENA_PHYS 031A,PASADENA_Calculus-Based College Physics I (5.00)
GAVILAN_POLS 1,GAVILAN_Introduction to American Government (3.00)
LACC_ENGLISH 208,LACC_American Literature II (3.00)
DIABLO_PSYCH 230,DIABLO_Abnormal Psychology (3.00)
COPPER_PHIL 012,COPPER_Religions of the World (3.00)
GLENDALE_T ART 102,GLENDALE_Theatre History (3.00)
MENDOCIN_PHL 210,MENDOCIN_Ethics (3.00)
SHASTA_ART 50A,SHASTA_Beginning Printmaking (3.00)
CUYAMACA_PHIL 140,CUYAMACA_Problems In Ethics (3.00)
MOORPARK_ECON M202H,MOORPARK_Honors: Principles of Macroeconomics (3.00) Regular and honors courses may be combined to complete this series
MIRACSTA_DNCE 146,MIRACSTA_Latin Dance Technique I (1.00)
CONTRA_MATH 190,CONTRA_Analytic Geometry and Calculus I (5.00)
AVC_ENGR 125,AVC_Programming and Problem-Solving in MATLAB (4.00)
LATT_CHEM 211,LATT_Organic Chemistry for Science Majors I (5.00)
SMCC_HIST 2,SMCC_History of Western Civilization II (3.00)
LAWC_AFRO AM 005,LAWC_The African American in the History of the U.S. II (3.00)
MTSAC_PSYC 19,MTSAC_Abnormal Psychology (3.00)
SIERRA_HIST 22,SIERRA_American Military History (3.00)
CONTRA_PHILO 140,CONTRA_History of Ancient Philosophy (3.00)
GWC_BIOL G104,GWC_Marine Life (3.00)
SCC_CHEM 421,SCC_Organic Chemistry II (5.00)
LANEY_ART 4,LANEY_History of Modern Art (1800 - Present) (3.00)
SRC_THAR 13.1A,SRC_Performance Workshop: Styles. Periods & Skills 1 (3.00)
PALOMAR_ART 120,PALOMAR_Foundations of Life Drawing (3.00)
YUBA_PSYCH 33,YUBA_Personal and Social Adjustment (3.00)
FOOTHILL_GID 37,FOOTHILL_Cartoon & Comic Illustration I (4.00)
MISSION_HUM 016A,MISSION_Hispanic Roots & Culture (3.00)
GAVILAN_POLS 32,GAVILAN_Introduction to Research Methods (3.00)
POSITAS_CS 17,POSITAS_Discrete Mathematical Structures (4.00)
SIERRA_PHYS 105,SIERRA_General Physics I (4.00)
MENDOCIN_THE 242A,MENDOCIN_Ballet: Beginning (2.00)
SBVC_ETHS 120,SBVC_Health and Social Justice (3.00)
MIRACSTA_DNCE 121,MIRACSTA_Hip Hop I (1.00)
SMCC_PHILOS 41,SMCC_Philosophical Problems Seminar (3.00)
OCC_PHIL A115,OCC_Philosophy of Religion (3.00)
BARSTOW_SOCI 12,BARSTOW_Research in Social Sciences (3.00)
CYPRESS_PHOT 204 C,CYPRESS_History of Photography (3.00)
EVERGRN_ENGR 071,EVERGRN_Introduction to Circuit Analysis (4.00)
WHCL_ART 016A,WHCL_Survey of Western Art: Pre-History to Proto- Renaissance (3.00)
MOORPARK_HIST M150,MOORPARK_World History: From Prehistory to 1500 (3.00)
COASTLIN_PHYS C280,COASTLIN_Calculus Based Physics: Electricity and Magnetism (4.00)
UCSD_MGT 3,UCSD_Quantitative Methods in Business (4.00)
LAMC_PHILOS 001,LAMC_Introduction to Philosophy I (3.00)
SDCC_SPAN 216,SDCC_Spanish for Spanish Speakers II (5.00)
VENTURA_AES V42B,VENTURA_African History Since 1800 (3.00)
MONTEREY_PHYS 2A,MONTEREY_General Physics I (4.00)
MATEO_ART 381,MATEO_Beginning Digital Photography (3.00)
SCC_ARTH 312,SCC_Women in Art (3.00)
COPPER_SOC 014,COPPER_Introduction to Race and Ethnicity (3.00)
COMPTON_PHYS 112,COMPTON_Laboratory for Introductory Physics (1.00)
MTSAC_BUSL 18,MTSAC_Business Law (3.00)
AHC_PHYS 100,AHC_Concepts in Physics (3.00)
MOORPARK_BIOL M02C,MOORPARK_Genetics and Molecular Biology (5.00)
RSC_SOC 100H,RSC_Honors Introduction to Sociology (3.00)
FEATHER_ANTH 120L,FEATHER_Physical Anthropology Lab (1.00)
MIRAMAR_PHYS 181B,MIRAMAR_General Physics Laboratory II (1.00)
WVC_ARCH 056,WVC_Basic Architectural Design (3.00)
SCC_PHYS 350,SCC_General Physics (4.00)
SOLANO_BIO 015,SOLANO_Introduction to Biology (4.00)
BAKERFLD_ART B4,BAKERFLD_Two Dimensional Design (3.00)
DIABLO_HIST 150,DIABLO_History of East Asia (to 1600) (3.00)
CRC_MUFHL 308,CRC_Introduction to Music: Rock and Roll (3.00)
SDCC_CISC 187,SDCC_Data Structures in C ++ (4.00)
TAFT_SPAN 2001,TAFT_Intermediate Spanish III (5.00)
UCR_CEE 10,UCR_Introduction to Chemical and Environmental Engineering (1.00)
BAKERFLD_PBHS B20,BAKERFLD_Introduction to Public Health (3.00)
MCC_SPAN 3NS,MCC_Spanish for Spanish Speakers (5.00)
OXNARD_SPAN R210,OXNARD_Intermediate Spanish II (4.00)
COLUMBIA_CHEM 2BL,COLUMBIA_General Chemistry II Laboratory (2.00)
LACC_HISTORY 012,LACC_Political and Social History of the United States from 1865 (3.00)
CRC_HIST 365,CRC_Asian Civilization (3.00)
RSC_CHEM 259,RSC_Organic Chemistry II (5.00)
GLENDALE_ARTH 112,GLENDALE_Precolumbian Art of the Americas (3.00)
SANTIAGO_ART 100,SANTIAGO_Introduction to Art Concepts (3.00)
MOORPARK_MATH M15,MOORPARK_Introductory Statistics (4.00)
MONTEREY_ARCE 2B,MONTEREY_Ceramic Wheel Throwing II (3.00)
UCD_AHI 005,UCD_Understanding Visual Culture (4.00)
SFCITY_GEOG 1,SFCITY_Physical Geography (3.00)
SBVC_DANCE 106A,SBVC_Intermediate Jazz Dance (2.00)
ARC_MUFHL 330,ARC_World Music (3.00)
UCR_FREN 2,UCR_Introduction to French (4.00)
NORCO_COM 9,NORCO_Interpersonal Communication (3.00)
DAC_F/TV 44B,DAC_16mm/35mm Film Production II (4.00)
CRC_PHOTO 420,CRC_History of Photography (3.00)
UCB_CELTIC 70,UCB_The World of the Celts (4.00)
IRVINE_DNCE 13,IRVINE_Modern Dance II (2.00)
YUBA_PHYSC 10B,YUBA_Physical Science - Physics and Chemistry (3.00)
MCC_BIOL 10,MCC_Introduction to Life Science Lecture (3.00)
RIOHONDO_SOC 116,RIOHONDO_Power. Oppression. and Privilege: Race and Ethnic Relations (3.00)
GWC_ART G106H,GWC_Art History and Appreciation 2 - Renaissance to Present. Honors (3.00)
CERRITOS_ART 207,CERRITOS_Women and Media (3.00)
MISSION_CHM 012BH,MISSION_Organic Chemistry II - Honors (5.00)
SRC_ETHST 73,SRC_Introduction to Asian American Studies (3.00)
UCM_CHEM 002,UCM_General Chemistry I (4.00)
SRC_SOC 30,SRC_Race and Ethnic Relations (3.00)
UCB_PHYSICS 8A,UCB_Introductory Physics (4.00)
MENDOCIN_MUS 207,MENDOCIN_Introduction to Music Appreciation (3.00)
RIOHONDO_MUS 131,RIOHONDO_Music History and Literature After 1750 (3.00)
SANTIAGO_PSYC 220,SANTIAGO_Introduction to Research Methods in Psychology (4.00)
VENTURA_AES V42A,VENTURA_African History to 1800 (3.00)
OHLONE_MATH 111,OHLONE_Introduction to Matlab for Engineers (3.00)
MONTEREY_SOCI 19,MONTEREY_Introduction to Statistics for the Social Sciences (4.00)
LATT_POL SCI 001,LATT_The Government of the United States (3.00)
PORTER_INFS P100,PORTER_Introduction to Information Systems (3.00)
CUYAMACA_MATH 160,CUYAMACA_Elementary Statistics (4.00)
CRAFTON_ART 113,CRAFTON_Survey of Asian Art (3.00)
CHAFFEY_PS 10,CHAFFEY_Comparative Politics (3.00)
KRC_ART 15,KRC_Ceramic Sculpture (3.00)
MIRACSTA_LIT 250,MIRACSTA_American Literature: First Contact Through the Civil War (3.00)
CUYAMACA_HIST 107,CUYAMACA_HISTORY OF RACE & ETHNICITY IN THE UNITED STATES (3.00)
SBVC_ART 126A,SBVC_Beginning Painting (3.00)
MESA_HUMA 205,MESA_Exploring Human Values through Film (3.00)
MODESTO_ENGL 136,MODESTO_Survey of American Literature: 1850 to Present (3.00)
SCC_ENGWR 303,SCC_Argumentative Writing and Critical Thinking Through Literature (4.00)
UCR_MCS 42,UCR_Introduction to German Cinema (4.00)
VISTA_POSCI 4,VISTA_Political Theory (3.00)
DAC_CHEM 12B,DAC_Organic Chemistry (5.00)
LAVC_ART 310,LAVC_Beginning Oil Painting (2.00)
SDCC_BLAS 104,SDCC_Black Psychology (3.00)
SIERRA_DFST 10,SIERRA_Introduction to Deaf Studies (3.00)
UCSC_STAT 7,UCSC_Statistical Methods for the Biological. Environmental. and Health Sciences (5.00)
ALAMEDA_HIST 17,ALAMEDA_History of the Mexican-American (3.00)
TAFT_SOC 2110,TAFT_Introduction to Race and Ethnicity (3.00)
OXNARD_ANTH R102,OXNARD_Introduction to Cultural Anthropology (3.00)
GWC_PHYS G111,GWC_Conceptual Physics Lab (1.00)
LAWC_ENG GEN 101,LAWC_Introduction to Science. Engineering and Technology (2.00)
UCSB_PSTAT 109,UCSB_Statistics for Economics (5.00)
LAHC_PSYCH 001,LAHC_General Psychology I (3.00)
UCD_ENG 045,UCD_Properties of Materials (4.00)
GMCC_RUSS 250,GMCC_Conversational Russian I (3.00)
SBCC_LATN 101,SBCC_Beginning Latin I (5.00)
MERRITT_PHYS 4C,MERRITT_General Physics with Calculus (5.00)
UCI_ANTHRO 10A,UCI_Probability and Statistics (4.00)
MOORPARK_MUS M04H,MOORPARK_Honors: Survey of World Music (3.00)
SFCITY_GEOL 30,SFCITY_Environmental Geology (3.00)
CRAFTON_BUSAD 210,CRAFTON_Business Law (3.00)
MTSAC_ARTD 21,MTSAC_Design: Color and Composition (3.00)
SIERRA_HUM 1,SIERRA_Introduction to Humanities I (3.00)
SFCITY_ENGL 46B,SFCITY_Survey of Literature in English. Part 2: Late-17th through the Mid-19th Century (3.00)
CITRUS_KIN 178,CITRUS_Race. Gender and Sports (3.00)
CRC_COMM 325,CRC_Intercultural Communication (3.00)
COPPER_HS 013,COPPER_General Nutrition (3.00)
UCLA_HIST 11BH,UCLA_History of China: 1000 to 1950 (Honors) (5.00)
SFCITY_AFAM 60,SFCITY_African American Women in the US (3.00)
MTSJC_MATH- 211H,MTSJC_Honors Analytic Geometry and Calculus I (4.00)
UCSD_COGS 10,UCSD_Cognitive Consequences of Technology (4.00)
CYPRESS_ENGL 222 C,CYPRESS_American Literature since 1865 (3.00)
LBCC_PHIL 16,LBCC_Introduction to Business Ethics (3.00)
MARIN_BUS 112,MARIN_Financial Accounting (4.00)
LBCC_HIST 1AH,LBCC_Honors History of Western (European) Civilization (3.00)
SBCC_TA 136,SBCC_Theatrical Makeup Techniques (3.00)
CRAFTON_SOC 106,CRAFTON_Tribulation. Triumph and Transformation: Introduction to Women's Studies (3.00)
RCC_MAT 36,RCC_Trigonometry (4.00)
LAVC_DANCEST 801,LAVC_Modern Dance I (3.00)
FOOTHILL_ENGL 12,FOOTHILL_African American Literature (4.00)
MARIN_ANTH 104,MARIN_Introduction to Linguistic Anthropology (3.00)
GLENDALE_ETH S 125,GLENDALE_Native American Studies (3.00)
SEQUOIAS_DANC 070,SEQUOIAS_Hip Hop (1.00)
RIOHONDO_ART 144,RIOHONDO_Advanced Handbuilding (3.00)
SKYLINE_ASTR 100,SKYLINE_Introduction to Astronomy (3.00)
MODESTO_CSCI 204,MODESTO_Discrete Structures for Computer Science (3.00)
UCD_POR 022,UCD_Intermediate Portuguese (5.00)
SEQUOIAS_ASTR 010,SEQUOIAS_Introduction to Astronomy (3.00)
LAEC_MICRO 020,LAEC_General Microbiology (4.00)
SANTIAGO_BIOL 109,SANTIAGO_Fundamentals of Biology (3.00)
GMCC_MUS 116,GMCC_Introduction to World Music (3.00)
IRVINE_GLBL 1,IRVINE_Introduction to Global Studies (3.00)
SBCC_GDP 118,SBCC_Creative Thinking (3.00)
NORCO_MAT 1AH,NORCO_Honors Calculus I (4.00)
MESA_ARTF 100,MESA_Art Orientation (3.00)
HARTNELL_PSY 9,HARTNELL_Research Methods in Psychology (4.00)
YUBA_POLSC 2,YUBA_Comparative Politics (3.00)
REDWOODS_GEOL 10,REDWOODS_Environmental Geology (3.00)
CRC_DEAF 316,CRC_American Sign Language IV (4.00)
LAWC_CHEM 221,LAWC_BIOCHEMISTRY FOR SCIENCE MAJORS (5.00)
BUTTE_ANTH 16,BUTTE_Archaeology & Ancient Societies (3.00)
MERCED_DRAM -01,MERCED_Introduction to Theater (3.00)
FULLRTON_ENGL 240 F,FULLRTON_Survey of Young Adult Literature (3.00)
SKYLINE_PSYC 201,SKYLINE_Child Development (3.00)
FULLRTON_HIST 160 F,FULLRTON_Asian Civilizations I (3.00)
CRAFTON_MUSIC 201,CRAFTON_Music Theory III (4.00)
VENTURA_MUS V24C,VENTURA_Keyboards III (2.00)
GAVILAN_MCTV 16,GAVILAN_History and Culture of Television. Film and New Media (3.00)
MTSAC_MICR 22,MTSAC_Microbiology (4.00)
DIABLO_PHILO 220,DIABLO_Comparative Religion (3.00)
VVCC_ETH 100,VVCC_Japanese Experience in America (3.00)
CHAFFEY_CJ 1,CHAFFEY_Introduction to the Criminal Justice System (3.00)
CRC_ARTNM 420,CRC_Introduction to 3D Modeling (3.00)
MTSJC_SJS- 130,MTSJC_Introduction to Gender. Sexuality. and Queer Studies (3.00)
NAPA_ETHS 100,NAPA_Ethnic Studies 1 (3.00)
UCSD_POLI 10,UCSD_Introduction to Political Science: American Politics (4.00)
MODESTO_ART 169,MODESTO_Survey of Asian Art (3.00)
SOLANO_THEA 035,SOLANO_Fundamentals of Musical Theatre: Acting (3.00)
CABRILLO_ETHN 21AH,CABRILLO_Honors Chicano History to 1877 (3.00)
SWSTRN_MATH 115,SWSTRN_Statway II (4.00)
UCM_ENG 063,UCM_20th Century Women Writers (4.00)
LANEY_SOCSC 20,LANEY_Global Issues (3.00)
GMCC_DANC 80C,GMCC_Modern III (1.50)
MENDOCIN_ENG 201,MENDOCIN_Critical Thinking through Literature (4.00)
UCI_LSCI 51,UCI_Acquisition of Language (4.00)
CUYAMACA_ENGR 210,CUYAMACA_Electric Circuits (4.00)
FOOTHILL_GEOG 2,FOOTHILL_Human Geography (4.00)
MONTEREY_ENGL 1AE,MONTEREY_College Composition: Enhanced (5.00)
FOOTHILL_DANC 6,FOOTHILL_Beginning Country-Western Line Dancing (1.00)
CONTRA_ART 124,CONTRA_Painting 1 (3.00)
MTSAC_CSCI 110,MTSAC_Fundamentals of Computer Science (3.50)
VENTURA_GERM V01,VENTURA_Elementary German I (5.00)
FULLRTON_ENGL 105 F,FULLRTON_Introduction to Creative Writing (3.00)
IRVINE_CHEM 1B,IRVINE_General Chemistry II (5.00)
DAC_DANC 23B,DAC_Theory and Technique of Contemporary (Modern) Dance II (1.00)
UCD_VEN 003,UCD_Introduction to Winemaking (3.00)
PALOMAR_PHOT 105,PALOMAR_Intermediate Black and White Photography (3.00)
MONTEREY_SPAN 4,MONTEREY_Intermediate Spanish II (5.00)
MESA_ASTR 111,MESA_Astronomy Laboratory (1.00)
SJDELTA_ENG 46A,SJDELTA_Survey of British Literature I (3.00)
OHLONE_TD 141A,OHLONE_Introduction to Ballet (2.00)
NORCO_MUS 23,NORCO_History of Rock and Roll (3.00)
BAKERFLD_ENGL B20A,BAKERFLD_Survey of World Literature (3.00)
UCM_ESS 005,UCM_Introduction to Biological Earth Systems (4.00)
FULLRTON_ARTH 125 F,FULLRTON_Gender and Women in the Art History (3.00)
MIRACSTA_DNCE 154,MIRACSTA_Ballet II (1.50 - 4.50)
UCSD_LIIT 1BX,UCSD_Analysis of Italian (2.50)
UCLA_CHICANO 10B,UCLA_Introduction to Chicana/Chicano Studies: Social Structure and Contemporary Conditions (5.00)
MARIN_ENGL 230,MARIN_Survey of Shakespeare (3.00)
LACC_POL SCI 007,LACC_Introduction to International Relations (3.00)
UCSB_PHYS 6C,UCSB_Introductory Physics (3.00)
SANTIAGO_CMPR 132,SANTIAGO_Programming Concepts and Methodology II (3.00)
MTSJC_GEOG- 111,MTSJC_Geography of California (3.00)
FOLSOM_FREN 401,FOLSOM_Elementary French (4.00)
SDCC_PHYS 195,SDCC_Mechanics (5.00)
SRC_ENGR 45,SRC_Properties of Materials (4.00)
SBVC_MUS 102L,SBVC_Musicianship II (1.00)
GLENDALE_DANCE 128,GLENDALE_Middle Eastern Dance (1.50)
DIABLO_PHYS 112,DIABLO_Elementary Physics with Laboratory (4.00)
UCLA_ASTR 81,UCLA_Astrophysics I: Stars and Nebulae (4.00)
SWSTRN_AFRO 111,SWSTRN_African-American History II (3.00)
OCC_ART A220,OCC_Figure Composition (3.00)
MEDANOS_DRAMA 21,MEDANOS_Principles of Acting II (3.00)
FOLSOM_ARTH 328,FOLSOM_Survey of African Art (3.00)
CRC_RTVF 300,CRC_Mass Media and Society (3.00)
FRESNO_CLS 29,FRESNO_History of Mexico. Colonial to Contemporary Period (3.00)
CANYONS_PHILOS 220,CANYONS_Introduction to Comparative Religion (3.00)
CABRILLO_HIST 23,CABRILLO_History of Contemporary Chicano Movements (3.00)
UCM_PHIL 004,UCM_Critical Reasoning (4.00)
SIERRA_MUS 4A,SIERRA_Advanced Ear Training I (1.00)
IMPERIAL_BIOL 100,IMPERIAL_Principles of Biological Science (4.00)
SDCC_AMSL 121,SDCC_American Sign Language Level II (5.00)
SHASTA_ESCI 8,SHASTA_Planetary Geology: Development. History and Planetary Processes (3.00)
UCLA_PHILOS 22W,UCLA_Introduction to Ethical Theory (5.00)
UCB_EA LANG C50,UCB_Introduction to the Study of Buddhism (4.00)
CAMINO_SOC 113,CAMINO_Gender and Society (3.00)
LAPC_CINEMA 108,LAPC_Beginning Digital Film/Video Production Workshop (3.00)
TAFT_SOC 2120,TAFT_American Social Problems (3.00)
MIRACSTA_OCEA 101L,MIRACSTA_Introductory Oceanography Laboratory (1.00)
SOLANO_DANC 016A,SOLANO_Beginning Tap Dance (1.00)
MENDOCIN_BIO 202,MENDOCIN_Human Biology (3.00)
FOOTHILL_CHEM 1B,FOOTHILL_General Chemistry (5.00)
VENTURA_ART V11B,VENTURA_Color and Design: Color Theory and Practice (3.00)
MARIN_PSY 204,MARIN_Abnormal Psychology (3.00)
UCSD_MATH 18,UCSD_Linear Algebra (4.00)
CANYONS_BIOSCI 107,CANYONS_Molecular and Cellular Biology (4.00)
FRESNO_HIST 15,FRESNO_History of the British Isles (3.00)
MIRACSTA_ART 230,MIRACSTA_Installation Art (3.00)
BAKERFLD_PHIL B10,BAKERFLD_Introduction to Ethics (3.00)
OXNARD_PSY R108,OXNARD_Developmental Psychology (3.00)
SHASTA_ART 31A,SHASTA_Beginning Figure Drawing (3.00)
MARIN_PHIL 112,MARIN_Introduction to Logic (3.00)
FOLSOM_COMM 321,FOLSOM_Interpersonal Communication (3.00)
SJCC_CHEM 032B,SJCC_Intro to General. Organic. & Biological Chemistry (4.00)
MONTEREY_GWOS 5,MONTEREY_Women of Color in the U.S. (3.00)
UCSB_CH ST 1B,UCSB_Introduction to Chicano/a Studies (4.00)
MIRAMAR_CHEM 201,MIRAMAR_General Chemistry II - Lecture (3.00)
UCLA_EPS SCI 61,UCLA_Geologic Maps (4.00)
SBCC_MATH 180,SBCC_Transition to Advanced Mathematics (4.00)
UCR_GBST 2,UCR_Global Socioeconomic and Political Processes (5.00)
MTSAC_ENGR 41,MTSAC_Dynamics (3.00)
